Released in version:,Subfeature ID,Journey,Add-on,Feature,Sub Feature,Mobile,Web,Essential,Premium,Signature
2024.03-LTS,DE.4.2.2,Push engagement notification,,Set up a notification creative,Preview push notification,,,false,true,true
2024.08,DE.4.3.1,Push engagement notification,,Set up notification routing,Set an external landing page URL,,,false,true,true
2024.08,DE.4.3.2,Push engagement notification,,Set up notification routing,Add an internal route to be opened in the mobile app with JSON,,,false,true,true
2024.08,DE.4.3.3,Push engagement notification,,Set up notification routing,Select a defined internal route for mobile apps with no code,,,false,true,true
2024.09-LTS,DE.11.1.1,Overlays,,Choose overlays settings,Select overlay start & end dates,,,false,true,true
2024.09-LTS,DE.11.1.2,Overlays,,Choose overlays settings,"Set overlay priority as high, medium or low",,,false,true,true
2024.09-LTS,DE.11.2.1,Overlays,,Set up an overlay creative,Select overlay template,,,false,true,true
2024.09-LTS,DE.11.2.2,Overlays,,Set up an overlay creative,Edit the content of the overlay,,,false,true,true
2024.09-LTS,DE.11.2.3,Overlays,,Set up an overlay creative,Preview overlay creative,,,false,true,true
2024.09-LTS,DE.11.3.1,Overlays,,Set up overlay routing,Set an external landing page URL,,,false,true,true
2024.09-LTS,DE.11.3.2,Overlays,,Set up overlay routing,Select an internal URL to be opened in the web app,,,false,true,true
2024.09-LTS,DE.11.3.3,Overlays,,Set up overlay routing,Add an internal route to be opened in the mobile app with JSON,,,false,true,true
2024.09-LTS,DE.11.3.4,Overlays,,Set up overlay routing,Select a defined internal route for mobile apps with no code,,,false,true,true
2025.03-LTS,DE.11.3.5,Overlays,,Set up overlay routing,Make an API call from Overlays,,,false,true,true
2025.09-LTS,DE.11.4.1,Email,,Choose emails delivery settings,Select date and time when email will be sent,,,false,true,true
2025.09-LTS,DE.11.4.2,Email,,Choose emails delivery settings,Select sender,,,false,true,true
2025.09-LTS,DE.11.4.3,Email,,Choose emails delivery settings,Enterreply to email address,,,false,true,true
2025.09-LTS,DE.11.4.4,Email,,Choose emails delivery settings,Enter Cc and Bcc email addresses,,,false,true,true
2025.09-LTS,DE.11.4.5,Email,,Set up an email creative,Enter email subject,,,false,true,true
2025.09-LTS,DE.11.4.6,Email,,Set up an email creative,Upload email creatives as HTML files,,,false,true,true
2025.09-LTS,DE.11.4.7,Email,,Set up an email creative,Download HTML templates to help in creation of a new email creative,,,false,true,true
2025.09-LTS,DE.11.4.8,Email,,Set up an email creative,Select email template,,,false,true,true
2025.09-LTS,DE.11.4.9,Email,,Set up an email creative,Edit the content of the email,,,false,true,true
2025.09-LTS,DE.11.4.10,Email,,Set up an email creative,Preview email creative,,,false,true,true
2025.09-LTS,DE.11.4.11,Email,,Set up email routing,Set link type and link for email CTA,,,false,true,true
2025.09-LTS,DE.11.4.12,Email,,Set up email routing,Select a defined internal route for banking apps with no code,,,false,true,true
2025.09-LTS,DE.11.4.13,Email,,Set up email routing,Set Unsubscribe link and relevant text,,,false,true,true
2022.11,DE.5.1.1,Analyze Engagement Performance,,View banner performance metrics,View total and unique user impressions,,,false,true,true
2022.11,DE.5.1.2,Analyze Engagement Performance,,View banner performance metrics,View total and unique user clicks,,,false,true,true
2022.11,DE.5.1.3,Analyze Engagement Performance,,View banner performance metrics,View total and unique banner click-through rate (CTR),,,false,true,true
2022.11,DE.5.1.4,Analyze Engagement Performance,,View banner performance metrics,View metrics per space,,,false,true,true
2024.02,DE.5.1.5,Analyze Engagement Performance,,View banner performance metrics,Select a date range to view metrics for a specific time period,,,false,true,true
2022.11,DE.5.2.1,Analyze Engagement Performance,,View Message Center performance metrics,View total and unique message opens,,,false,true,true
2024.03-LTS,DE.5.2.2,Analyze Engagement Performance,,View Message Center performance metrics,View total and unique clicks on links or buttons in the message,,,false,true,true
2024.03-LTS,DE.5.2.3,Analyze Engagement Performance,,View Message Center performance metrics,View total and unique message click-through rate (CTR),,,false,true,true
2024.02,DE.5.2.4,Analyze Engagement Performance,,View Message Center performance metrics,Select a date range to view metrics for a specific time period,,,false,true,true
2024.08,DE.5.3.1,Analyze Engagement Performance,,View push notification metrics,View total and unique user clicks on the push notification,,,false,true,true
2024.12,DE.5.3.2,Analyze Engagement Performance,,View push notification metrics,View the number of unique estimated recipients of the push notification ,,,false,true,true
2024.12,DE.5.3.3,Analyze Engagement Performance,,View push notification metrics,View unique push notification click-through rate (CTR),,,false,true,true
2024.09-LTS,DE.5.6.1,Analyze Engagement Performance,,View overlay performance metrics,View total and unique overlay impressions,,,false,true,true
2024.09-LTS,DE.5.6.2,Analyze Engagement Performance,,View overlay performance metrics,View total and unique clicks on overlay button,,,false,true,true
2024.09-LTS,DE.5.6.3,Analyze Engagement Performance,,View overlay performance metrics,View total and unique overlay click-through rate (CTR),,,false,true,true
,,Analyze Engagement Performance,,View email performance metrics,View the number of unique estimated recipients of the email channel,,,false,true,true
,,Analyze Engagement Performance,,View email performance metrics,View total and unique email opens,,,false,true,true
,,Analyze Engagement Performance,,View email performance metrics,View total and unique clicks on email CTA,,,false,true,true
,,Analyze Engagement Performance,,View email performance metrics,View total and unique email click-through rate (CTR),,,false,true,true
2024.01,DE.5.4.1,Analyze Engagement Performance,,View performance alerts,View alerts on zero banner impressions and clicks,,,false,true,true
2024.03-LTS,DE.5.4.2,Analyze Engagement Performance,,View performance alerts,View alerts on zero message opens and clicks,,,false,true,true
2024.08,DE.5.4.3,Analyze Engagement Performance,,View performance alerts,View alerts on zero push notification clicks,,,false,true,true
2024.09-LTS,DE.5.4.4,Analyze Engagement Performance,,View performance alerts,View alerts on zero overlay impressions and clicks,,,false,true,true
2024.06,DE.5.5.1,Analyze Engagement Performance,,Download engagement metrics data,Download CSV with engagement metrics,,,false,true,true
2023.02-LTS,DE.6.1.1,Create audience,,Create audience from user segments,(For developer) Build custom segments,,,false,true,true
2023.02-LTS,DE.6.1.2,Create audience,,Create audience from user segments,Use Retail customers segment,,,true,true,true
2023.07,DE.6.1.3,Create audience,,Create audience from user segments,Use Business customers segment,,,true,true,true
2022.11,DE.6.1.4,Create audience,,Create audience from user segments,Combine segments,,,false,true,true
2022.11,DE.6.1.5,Create audience,,Create audience from user segments,Use operators for refined targeting,,,false,true,true
2022.11,DE.6.1.6,Create audience,,Create audience from user segments,View estimated reach,,,true,true,true
2022.11,DE.6.2.1,Create audience,,Import audience,Import an audience from a CSV file (internal and external user IDs supported),,,false,true,true
2022.11,DE.6.2.2,Create audience,,Import audience,Replace selected file before uploading,,,false,true,true
2023.09-LTS,DE.6.2.3,Create audience,,Import audience,View estimated reach of the imported audience,,,false,true,true
2023.09-LTS,DE.6.2.4,Create audience,,Import audience,View audience processing status,,,false,true,true
2023.09-LTS,DE.6.2.5,Create audience,,Import audience,View how many records failed to import compared to the total number of records in the file,,,false,true,true
2022.11,DE.6.2.6,Create audience,,Import audience,Download import report,,,false,true,true
2024.03-LTS,DE.6.2.7,Create audience,,Import audience,Retry uploading a file in case of a failed import,,,false,true,true
2024.03-LTS,DE.7.1.1,Manage audiences,,Edit audience,Edit name of the audience,,,true,true,true
2024.03-LTS,DE.7.2.1,Manage audiences,,Reuse audiences,Reuse existing audiences in different engagements,,,true,true,true
2022.11,DE.7.3.1,Manage audiences,,Reuse audiences,Use audiences in Remote Config for feature toggling,,,true,true,true
2022.11,DE.7.4.1,Manage audiences,,Use Public audience,Use Public audience to post banner on the login page,,,true,true,true
2025.01,DE.7.5.1,Manage audiences,,Archive audience,Archive audiences,,,true,true,true
2023.02-LTS,DE.8.1.1,Manage general notifications,,View general notification templates,View general notifications manageable in Engage App,,,false,true,true
2023.02-LTS,DE.8.1.2,Manage general notifications,,View general notification templates,Preview push notification ,,,false,true,true
2023.02-LTS,DE.8.1.3,Manage general notifications,,View general notification templates,Preview in-app notification,,,false,true,true
2022.11,DE.9.1.1,Manage general notifications,,Edit content and publish general notifications,Edit in-app notification title and body,,,false,true,true
2022.11,DE.9.1.2,Manage general notifications,,Edit content and publish general notifications,Edit push notification title and body,,,false,true,true
2022.11,DE.9.1.3,Manage general notifications,,Edit content and publish general notifications,Add conditional logic for dynamic content,,,false,true,true
2022.11,DE.9.1.4,Manage general notifications,,Edit content and publish general notifications,Add placeholders for personalized content,,,false,true,true
2025.04,DE.9.1.5,Manage general notifications,,Edit content and publish general notifications,Select the locale for the content,,,false,true,true
2022.11,DE.10.1.1,Approvals,,Request approval,Submit approval request,,,true,true,true
2022.11,DE.10.1.2,Approvals,,Request approval,Revoke approval request,,,true,true,true
2023.05,DE.10.2.1,Approvals,,Review approval request,Approve an engagement approval request,,,true,true,true
2023.05,DE.10.2.2,Approvals,,Review approval request,Reject an engagement approval request ,,,true,true,true
2023.05,DE.10.3.1,Approvals,,View list of pending approval requests,View list of pending approval requests,,,true,true,true
2023.05,DE.10.3.2,Approvals,,View list of pending approval requests,Sort pending approval requests,,,true,true,true
2023.05,DE.10.3.3,Approvals,,View list of pending approval requests,Search for a specific approval request,,,true,true,true
2024.09-LTS,DE.11.1.1,Boardroom Portal,,Customer Lifetime Orchestrator Performance,View performance metrics,,,false,false,true
2024.09-LTS,DE.11.2.1,Boardroom Portal,,Customer Segmentation,View Customer Segments,,,false,false,true
2024.09-LTS,DE.11.2.2,Boardroom Portal,,Customer Segmentation,View details of each Customer Segment,,,false,false,true
2025.04,DE.12.1.1,Products Management,,Product Category overview,Select product category,,,false,false,true
2025.04,DE.12.2.1,Products Management,,Products overview,Select product,,,false,false,true
2025.04,DE.12.3.1,Products Management,,Product general information,Update product,,,false,false,true
2025.04,DE.12.4.1,Products Management,,Product customer value propositions (CVPs),Map the CVPs to the product,,,false,false,true
2025.04,DE.12.5.1,Products Management,,Product Marketing Materials,Update product marketing materials,,,false,false,true
2025.09-LTS,DE.13.1.1,Plan Management,,View Engagement Plans,View List of Engagement Plans,,,false,false,true
2025.09-LTS,DE.13.1.2,Plan Management,,View Engagement Plans,Filter List of Engagement Plans,,,false,false,true
2025.09-LTS,DE.13.2.1,Plan Management,,Generate New Plan Overview,View list of plan objectives,,,false,false,true
2025.09-LTS,DE.13.2.2,Plan Management,,Generate New Plan Overview,Filter list of plan objectives,,,false,false,true
2025.09-LTS,DE.13.3.1,Plan Management,,Generate New To Bank (NTB) Plan,Select NTB Engagement Plan,,,false,false,true
2025.09-LTS,DE.13.3.2,Plan Management,,Generate New To Bank (NTB) Plan,View list of Suggested Products,,,false,false,true
2025.09-LTS,DE.13.3.3,Plan Management,,Generate New To Bank (NTB) Plan,"Revalidate, edit or remove a Product",,,false,false,true
2025.09-LTS,DE.13.3.4,Plan Management,,Generate New To Bank (NTB) Plan,View Engagement Plan,,,false,false,true
2025.09-LTS,DE.13.3.5,Plan Management,,Generate New To Bank (NTB) Plan,View Engagement Details,,,false,false,true
2025.09-LTS,DE.13.3.6,Plan Management,,Generate New To Bank (NTB) Plan,Edit NTB Engagement Plan [Not Live status only],,,false,false,true
2025.09-LTS,DE.13.3.7,Plan Management,,Generate New To Bank (NTB) Plan,Launch NTB Engagement Plan [Not Live status only],,,false,false,true
2025.09-LTS,DE.13.3.8,Plan Management,,Generate New To Bank (NTB) Plan,"View Plan Performance [Live, Ended status only]",,,false,false,true
2025.09-LTS,DE.13.3.9,Plan Management,,Generate New To Bank (NTB) Plan,"View Channel Statistics [Live, Ended status only]",,,false,false,true
2025.09-LTS,DE.13.3.10,Plan Management,,Generate New To Bank (NTB) Plan,Stop NTB Engagement Plan [Live status only],,,false,false,true
2025.09-LTS,DE.13.4.1,Plan Management,,Generate Existing To Bank (ETB) Plan,Select a product,,,false,false,true
2025.09-LTS,DE.13.4.2,Plan Management,,Generate Existing To Bank (ETB) Plan,Set up offer per segment,,,false,false,true
2025.09-LTS,DE.13.4.3,Plan Management,,Generate Existing To Bank (ETB) Plan,View Engagement Plan Per Segment,,,false,false,true
2025.09-LTS,DE.13.4.4,Plan Management,,Generate Existing To Bank (ETB) Plan,Edit ETB Engagement Plan [Not live status only],,,false,false,true
2025.09-LTS,DE.13.4.5,Plan Management,,Generate Existing To Bank (ETB) Plan,Launch ETB Engagement Plan [Not live status only],,,false,false,true
